Nombre del evento,Número de eventos,Total de usuarios,Número de eventos por usuario,Total de ingresos
LEVEL_COMPLETED_137,3404,3373,1.010989010989011,0
TIME_LEVEL_1371,3399,3369,1.0107047279214987,0
LEVEL_COMPLETED_138,3383,3350,1.0116626794258374,0
TIME_LEVEL_1381,3378,3346,1.011377245508982,0
LEVEL_COMPLETED_139,3373,3344,1.0104853205512283,0
TIME_LEVEL_1391,3367,3340,1.009898020395921,0
LEVEL_COMPLETED_140,3342,3316,1.0093627302929629,0
TIME_LEVEL_1401,3337,3313,1.0087666263603385,0
LEVEL_COMPLETED_141,3318,3292,1.0097382836275106,0
TIME_LEVEL_1411,3313,3288,1.0094454600853138,0
LEVEL_COMPLETED_142,3300,3276,1.0091743119266054,0
LEVEL_COMPLETED_143,3295,3268,1.0098069261415874,0
TIME_LEVEL_1421,3295,3272,1.0088793631353337,0
LEVEL_COMPLETED_144,3293,3267,1.0091939932577383,0
TIME_LEVEL_1431,3290,3264,1.0095121202822952,0
LEVEL_COMPLETED_145,3288,3264,1.0079705702023298,0
TIME_LEVEL_1441,3287,3262,1.0089011663597298,0
TIME_LEVEL_1451,3283,3260,1.0076734192756291,0
LEVEL_COMPLETED_146,3262,3239,1.008034610630408,0
TIME_LEVEL_1461,3257,3235,1.0077351485148516,0
LEVEL_COMPLETED_147,3251,3230,1.0074372482181593,0
TIME_LEVEL_1471,3246,3226,1.0071362085013962,0
LEVEL_COMPLETED_148,3241,3223,1.0068344206275242,0
LEVEL_COMPLETED_149,3237,3214,1.007783312577833,0
TIME_LEVEL_1481,3236,3219,1.0065318818040436,0
LEVEL_COMPLETED_150,3235,3212,1.008416458852868,0
TIME_LEVEL_1491,3232,3210,1.0074812967581048,0
TIME_LEVEL_1501,3230,3208,1.008114856429463,0
LEVEL_COMPLETED_151,3228,3203,1.0084348641049672,0
TIME_LEVEL_1511,3223,3199,1.0081326243353144,0
LEVEL_COMPLETED_152,3217,3193,1.0081479160137887,0
TIME_LEVEL_1521,3212,3189,1.00784436774396,0
LEVEL_COMPLETED_153,3208,3177,1.0107120352867045,0
TIME_LEVEL_1531,3204,3173,1.0107255520504732,0
LEVEL_COMPLETED_154,3178,3153,1.0095298602287166,0
TIME_LEVEL_1541,3174,3149,1.0095419847328244,0
LEVEL_COMPLETED_155,3157,3134,1.009593859929645,0
LEVEL_COMPLETED_158,3153,3117,1.0148052784036048,0
TIME_LEVEL_1551,3153,3130,1.0096061479346783,0
LEVEL_COMPLETED_156,3148,3126,1.0102695763799743,0
TIME_LEVEL_1581,3148,3113,1.014502094747019,0
TIME_LEVEL_1561,3144,3122,1.0102827763496145,0
LEVEL_COMPLETED_157,3143,3117,1.0119124275595621,0
TIME_LEVEL_1571,3139,3113,1.0119277885235332,0
LEVEL_COMPLETED_159,3133,3108,1.010971281058406,0
TIME_LEVEL_1591,3122,3098,1.0106830689543542,0
LEVEL_COMPLETED_160,3095,3068,1.0111074812152892,0
TIME_LEVEL_1601,3010,2985,1.0104061765693186,0
START_LEVEL_162,2836,2199,1.292616226071103,0
LEVEL_COMPLETED_161,2714,2694,1.010048381094157,0
TIME_LEVEL_1611,2472,2453,1.0106295993458707,0
app_exception,2432,759,3.299864314789688,0
TimeBetweenInterstitials_30,1993,1983,1.0065656565656567,0
LevelsForInterstitialStart_5,1991,1981,1.006572295247725,0
os_update,1846,1812,2.0579710144927534,0
LEVEL_COMPLETED_162,1840,1826,1.0098792535675083,0
TIME_LEVEL_1621,1486,1475,1.0095108695652173,0
START_LEVEL_163,1321,1120,1.1815742397137745,0
RATEAPP_0,1160,1156,1.009573542210618,0
RATEAPP_4,976,975,1.0030832476875642,0
LEVEL_COMPLETED_163,783,776,1.0103225806451612,0
notification_foreground,753,702,1.0803443328550932,0
AVG_DAILY,576,44,13.090909090909092,0
TIME_LEVEL_1631,514,507,1.0158102766798418,0
RATEAPP_3,497,497,1.0060728744939271,0
START_LEVEL_164,362,316,1.1492063492063491,0
NOTIFICATION_OPENED_monday,348,272,1.2985074626865671,0
notification_open,336,225,1.5342465753424657,0
NOTIFICATION_OPENED_saturday,325,255,1.2896825396825398,0
NOTIFICATION_OPENED_friday,281,229,1.2544642857142858,0
LEVEL_COMPLETED_164,172,170,1.017751479289941,0
RATEAPP_1,154,153,1.0065359477124183,0
RATEAPP_2,116,116,1,0
START_LEVEL_165,98,73,1.3611111111111112,0
TIME_LEVEL_1641,84,83,1.024390243902439,0
START_LEVEL_170,79,51,1.5490196078431373,0
START_LEVEL_169,76,52,1.4615384615384615,0
in_app_purchase,74,58,1.3214285714285714,350.574786
START_LEVEL_173,73,50,1.489795918367347,0
START_LEVEL_166,72,57,1.2857142857142858,0
START_LEVEL_172,70,49,1.4285714285714286,0
START_LEVEL_174,68,50,1.36,0
LEVEL_COMPLETED_165,66,65,1.03125,0
START_LEVEL_167,66,52,1.2692307692307692,0
START_LEVEL_171,64,50,1.3061224489795917,0
app_clear_data,63,50,1.575,0
START_LEVEL_175,61,47,1.297872340425532,0
START_LEVEL_186,59,41,1.475,0
START_LEVEL_168,58,48,1.2083333333333333,0
START_LEVEL_176,58,46,1.2608695652173914,0
START_LEVEL_190,57,34,1.7272727272727273,0
START_LEVEL_193,57,38,1.5405405405405406,0
START_LEVEL_178,56,39,1.435897435897436,0
START_LEVEL_179,54,40,1.3846153846153846,0
START_LEVEL_183,54,42,1.35,0
START_LEVEL_185,54,40,1.3846153846153846,0
START_LEVEL_181,53,43,1.2619047619047619,0
START_LEVEL_187,52,41,1.3,0
TIME_LEVEL_1651,52,51,1.04,0
LEVEL_COMPLETED_166,51,51,1,0
LEVEL_COMPLETED_172,51,48,1.0851063829787233,0
START_LEVEL_180,51,39,1.3076923076923077,0
START_LEVEL_184,51,40,1.3076923076923077,0
START_LEVEL_188,51,37,1.4166666666666667,0
START_LEVEL_182,50,41,1.25,0
LEVEL_COMPLETED_169,49,49,1,0
LEVEL_COMPLETED_173,49,49,1,0
START_LEVEL_177,49,41,1.1951219512195121,0
START_LEVEL_206,49,25,2.0416666666666665,0
LEVEL_COMPLETED_167,48,48,1,0
LEVEL_COMPLETED_171,47,47,1,0
LEVEL_COMPLETED_174,47,47,1,0
LEVEL_COMPLETED_168,46,46,1,0
LEVEL_COMPLETED_170,46,46,1,0
LEVEL_COMPLETED_175,46,46,1,0
START_LEVEL_189,46,37,1.2777777777777777,0
LEVEL_COMPLETED_176,44,43,1.0232558139534884,0
START_LEVEL_199,44,31,1.4666666666666666,0
TIME_LEVEL_1661,44,44,1,0
TIME_LEVEL_1721,44,42,1.0731707317073171,0
TIME_LEVEL_1711,43,43,1,0
TIME_LEVEL_1731,43,43,1,0
LEVEL_COMPLETED_186,42,41,1.05,0
START_LEVEL_191,42,31,1.4482758620689655,0
START_LEVEL_194,42,36,1.2,0
TIME_LEVEL_1671,42,42,1,0
TIME_LEVEL_1691,42,42,1,0
TIME_LEVEL_1741,42,42,1,0
LEVEL_COMPLETED_185,41,40,1.0512820512820513,0
START_LEVEL_192,41,33,1.28125,0
START_LEVEL_196,41,32,1.3225806451612903,0
TIME_LEVEL_1701,41,41,1,0
LEVEL_COMPLETED_177,40,40,1,0
LEVEL_COMPLETED_181,40,40,1.0256410256410255,0
LEVEL_COMPLETED_182,40,40,1.0256410256410255,0
LEVEL_COMPLETED_184,40,39,1.0526315789473684,0
START_LEVEL_202,40,28,1.4814814814814814,0
TIME_LEVEL_1681,40,40,1,0
TIME_LEVEL_1751,40,40,1,0
LEVEL_COMPLETED_179,39,39,1,0
LEVEL_COMPLETED_180,39,39,1,0
LEVEL_COMPLETED_183,39,39,1.0263157894736843,0
LEVEL_COMPLETED_187,39,38,1.054054054054054,0
START_LEVEL_195,39,32,1.2580645161290323,0
START_LEVEL_197,39,32,1.2580645161290323,0
START_LEVEL_198,39,32,1.2580645161290323,0
START_LEVEL_215,39,27,1.4444444444444444,0
START_LEVEL_216,39,29,1.3448275862068966,0
TIME_LEVEL_1761,39,38,1.0263157894736843,0
START_LEVEL_200,38,28,1.4074074074074074,0
LEVEL_COMPLETED_178,37,37,1.0277777777777777,0
LEVEL_COMPLETED_188,37,36,1.0571428571428572,0
LEVEL_COMPLETED_193,37,37,1.0277777777777777,0
START_LEVEL_214,37,28,1.3214285714285714,0
START_LEVEL_219,37,24,1.5416666666666667,0
START_LEVEL_220,37,23,1.608695652173913,0
app_update,37,37,1.1935483870967742,0
LEVEL_COMPLETED_189,36,35,1.0588235294117647,0
START_LEVEL_208,36,24,1.5,0
TIME_LEVEL_1791,36,36,1,0
TIME_LEVEL_1801,36,36,1,0
TIME_LEVEL_1821,36,36,1,0
START_LEVEL_203,35,25,1.4583333333333333,0
START_LEVEL_213,35,28,1.25,0
START_LEVEL_221,35,22,1.5909090909090908,0
TIME_LEVEL_1811,35,35,1,0
TIME_LEVEL_1831,35,35,1,0
TIME_LEVEL_1841,35,35,1,0
TIME_LEVEL_1851,35,35,1,0
TIME_LEVEL_1861,35,35,1,0
START_LEVEL_201,34,27,1.3076923076923077,0
START_LEVEL_218,34,25,1.36,0
TIME_LEVEL_1771,34,34,1,0
TIME_LEVEL_1871,34,34,1,0
ANRReport,33,8,5.5,0
LEVEL_COMPLETED_192,33,33,1.03125,0
TIME_LEVEL_1781,33,33,1.03125,0
LEVEL_COMPLETED_194,32,32,1.032258064516129,0
LEVEL_COMPLETED_195,32,32,1.032258064516129,0
LEVEL_COMPLETED_196,32,32,1.032258064516129,0
LEVEL_COMPLETED_198,32,32,1.032258064516129,0
START_LEVEL_212,32,26,1.2307692307692308,0
TIME_LEVEL_1881,32,32,1,0
LEVEL_COMPLETED_190,31,30,1.1071428571428572,0
LEVEL_COMPLETED_197,31,31,1.0333333333333334,0
START_LEVEL_217,31,24,1.2916666666666667,0
START_LEVEL_226,31,17,1.8235294117647058,0
TIME_LEVEL_1931,31,31,1,0
START_LEVEL_205,30,25,1.25,0
START_LEVEL_207,30,25,1.2,0
LEVEL_COMPLETED_191,29,29,1.0357142857142858,0
TIME_LEVEL_1921,29,29,1,0
DOTS_COMPLETE,28,18,1.5555555555555556,0
LEVEL_COMPLETED_199,28,28,1.037037037037037,0
LEVEL_COMPLETED_214,28,28,1,0
START_LEVEL_204,28,23,1.2727272727272727,0
START_LEVEL_209,28,21,1.3333333333333333,0
START_LEVEL_211,28,24,1.1666666666666667,0
TIME_LEVEL_1891,28,28,1,0
LEVEL_COMPLETED_200,27,27,1.0384615384615385,0
LEVEL_COMPLETED_213,27,27,1,0
LEVEL_COMPLETED_215,27,27,1,0
START_LEVEL_210,27,24,1.125,0
TIME_LEVEL_1941,27,27,1,0
TIME_LEVEL_1961,27,27,1,0
TIME_LEVEL_1981,27,27,1,0
LEVEL_COMPLETED_201,26,26,1.04,0
LEVEL_COMPLETED_202,26,26,1.04,0
LEVEL_COMPLETED_212,26,26,1,0
TIME_LEVEL_1951,26,26,1,0
TIME_LEVEL_1971,26,26,1,0
TIME_LEVEL_1901,25,25,1.0416666666666667,0
TIME_LEVEL_1911,25,25,1,0
LEVEL_COMPLETED_203,24,24,1.0434782608695652,0
LEVEL_COMPLETED_205,24,24,1.0434782608695652,0
LEVEL_COMPLETED_207,24,24,1,0
LEVEL_COMPLETED_210,24,24,1,0
LEVEL_COMPLETED_216,24,24,1,0
LEVEL_COMPLETED_217,24,24,1,0
START_LEVEL_222,24,21,1.1428571428571428,0
LEVEL_COMPLETED_204,23,23,1.0454545454545454,0
LEVEL_COMPLETED_206,23,23,1.0454545454545454,0
LEVEL_COMPLETED_211,23,23,1,0
LEVEL_COMPLETED_218,23,23,1,0
START_LEVEL_223,23,19,1.2105263157894737,0
START_LEVEL_228,23,15,1.5333333333333334,0
TIME_LEVEL_1991,23,23,1,0
LEVEL_COMPLETED_219,22,22,1,0
LEVEL_COMPLETED_220,22,22,1,0
LEVEL_COMPLETED_221,22,22,1,0
START_LEVEL_225,22,17,1.2941176470588236,0
TIME_LEVEL_2001,22,22,1,0
TIME_LEVEL_2131,22,22,1,0
LEVEL_COMPLETED_209,21,21,1,0
TIME_LEVEL_2011,21,21,1,0
TIME_LEVEL_2121,21,21,1,0
TIME_LEVEL_2141,21,21,1,0
TIME_LEVEL_2151,21,21,1,0
LEVEL_COMPLETED_208,20,20,1,0
START_LEVEL_227,20,15,1.3333333333333333,0
START_LEVEL_229,20,13,1.5384615384615385,0
TIME_LEVEL_2021,20,20,1,0
LEVEL_COMPLETED_222,19,19,1,0
START_LEVEL_224,19,18,1.0555555555555556,0
TIME_LEVEL_2031,19,19,1,0
TIME_LEVEL_2101,19,19,1,0
TIME_LEVEL_2111,19,19,1,0
TIME_LEVEL_2161,19,19,1,0
TIME_LEVEL_2171,19,19,1,0
START_LEVEL_230,18,12,1.5,0
TIME_LEVEL_2041,18,18,1,0
TIME_LEVEL_2051,18,18,1,0
TIME_LEVEL_2061,18,18,1,0
TIME_LEVEL_2071,18,18,1,0
LEVEL_COMPLETED_223,17,17,1,0
LEVEL_COMPLETED_224,17,17,1,0
LEVEL_COMPLETED_225,17,17,1,0
TIME_LEVEL_2181,17,17,1,0
TIME_LEVEL_2081,16,16,1,0
TIME_LEVEL_2091,16,16,1,0
TIME_LEVEL_2191,16,16,1,0
TIME_LEVEL_2201,16,16,1,0
LEVEL_COMPLETED_226,15,15,1,0
LEVEL_COMPLETED_227,15,15,1,0
TIME_LEVEL_2211,15,15,1,0
TIME_LEVEL_2221,14,14,1,0
LEVEL_COMPLETED_228,13,13,1,0
START_LEVEL_249,13,6,2.1666666666666665,0
START_LEVEL_772,13,2,6.5,0
LEVEL_COMPLETED_229,12,12,1,0
START_LEVEL_231,12,9,1.3333333333333333,0
START_LEVEL_234,12,9,1.3333333333333333,0
START_LEVEL_238,12,8,1.5,0
START_LEVEL_242,12,9,1.3333333333333333,0
START_LEVEL_245,12,7,1.7142857142857142,0
TIME_LEVEL_2231,12,12,1,0
TIME_LEVEL_2241,12,12,1,0
TIME_LEVEL_2251,12,12,1,0
START_LEVEL_232,11,8,1.375,0
START_LEVEL_233,11,8,1.375,0
START_LEVEL_240,11,8,1.375,0
TIME_LEVEL_2261,11,11,1,0
TIME_LEVEL_2271,11,11,1,0
IAP_COINS_1340,10,6,1.6666666666666667,0
LEVEL_COMPLETED_230,10,10,1,0
START_LEVEL_237,10,8,1.25,0
START_LEVEL_243,10,8,1.25,0
LEVEL_COMPLETED_231,9,9,1,0
LEVEL_COMPLETED_236,9,9,1,0
START_LEVEL_235,9,9,1,0
START_LEVEL_236,9,9,1,0
START_LEVEL_239,9,9,1,0
START_LEVEL_244,9,8,1.125,0
START_LEVEL_251,9,5,1.8,0
START_LEVEL_253,9,5,1.8,0
TIME_LEVEL_2281,9,9,1,0
TIME_LEVEL_2291,9,9,1,0
LEVEL_COMPLETED_232,8,8,1,0
LEVEL_COMPLETED_233,8,8,1,0
LEVEL_COMPLETED_234,8,8,1,0
LEVEL_COMPLETED_235,8,8,1,0
LEVEL_COMPLETED_237,8,8,1,0
LEVEL_COMPLETED_239,8,8,1,0
LEVEL_COMPLETED_240,8,8,1,0
LEVEL_COMPLETED_241,8,8,1,0
LEVEL_COMPLETED_242,8,8,1,0
LEVEL_COMPLETED_244,8,8,1,0
START_LEVEL_1194,8,1,8,0
START_LEVEL_241,8,8,1,0
START_LEVEL_248,8,7,1.1428571428571428,0
START_LEVEL_250,8,5,1.6,0
START_LEVEL_252,8,5,1.6,0
START_LEVEL_267,8,4,2,0
LEVEL_COMPLETED_238,7,7,1,0
LEVEL_COMPLETED_243,7,7,1,0
LEVEL_COMPLETED_245,7,7,1,0
LOW_RAM_DEVICE,7,7,1,0
START_LEVEL_1540,7,1,7,0
START_LEVEL_246,7,7,1,0
START_LEVEL_268,7,5,1.4,0
START_LEVEL_269,7,4,1.75,0
START_LEVEL_364,7,3,2.3333333333333335,0
START_LEVEL_553,7,5,1.4,0
START_LEVEL_554,7,5,1.4,0
START_LEVEL_768,7,2,3.5,0
TIME_LEVEL_2301,7,7,1,0
TIME_LEVEL_2311,7,7,1,0
TIME_LEVEL_2361,7,7,1,0
TIME_LEVEL_2371,7,7,1,0
TIME_LEVEL_2391,7,7,1,0
TIME_LEVEL_2401,7,7,1,0
TIME_LEVEL_2411,7,7,1,0
TIME_LEVEL_2421,7,7,1,0
TIME_LEVEL_2431,7,7,1,0
TIME_LEVEL_2441,7,7,1,0
TIME_LEVEL_2451,7,7,1,0
IAP_COINS_240,6,5,1.2,0
IAP_COINS_720,6,6,1,0
LEVEL_COMPLETED_246,6,6,1,0
LEVEL_COMPLETED_247,6,6,1,0
LEVEL_COMPLETED_248,6,6,1,0
LEVEL_COMPLETED_249,6,6,1,0
START_LEVEL_1061,6,1,6,0
START_LEVEL_247,6,6,1,0
START_LEVEL_254,6,5,1.2,0
START_LEVEL_260,6,3,2,0
START_LEVEL_271,6,4,1.5,0
START_LEVEL_339,6,3,2,0
START_LEVEL_362,6,3,2,0
START_LEVEL_366,6,3,2,0
START_LEVEL_369,6,3,2,0
TIME_LEVEL_2351,6,6,1,0
TIME_LEVEL_2381,6,6,1,0
TIME_LEVEL_2461,6,6,1,0
TIME_LEVEL_2471,6,6,1,0
TIME_LEVEL_2481,6,6,1,0
TIME_LEVEL_2491,6,6,1,0
LEVEL_COMPLETED_250,5,5,1,0
LEVEL_COMPLETED_251,5,5,1,0
LEVEL_COMPLETED_252,5,5,1,0
LEVEL_COMPLETED_253,5,5,1,0
LEVEL_COMPLETED_268,5,5,1,0
LEVEL_COMPLETED_553,5,5,1,0
START_LEVEL_1041,5,1,5,0
START_LEVEL_255,5,3,1.6666666666666667,0
START_LEVEL_257,5,3,1.6666666666666667,0
START_LEVEL_265,5,4,1.25,0
START_LEVEL_266,5,4,1.25,0
START_LEVEL_270,5,4,1.25,0
START_LEVEL_273,5,3,1.6666666666666667,0
START_LEVEL_279,5,3,1.6666666666666667,0
START_LEVEL_297,5,2,2.5,0
START_LEVEL_340,5,3,1.6666666666666667,0
START_LEVEL_343,5,4,1.25,0
START_LEVEL_344,5,3,1.6666666666666667,0
START_LEVEL_347,5,3,1.6666666666666667,0
START_LEVEL_349,5,2,2.5,0
START_LEVEL_353,5,2,2.5,0
START_LEVEL_360,5,3,1.6666666666666667,0
START_LEVEL_367,5,3,1.6666666666666667,0
START_LEVEL_368,5,3,1.6666666666666667,0
START_LEVEL_399,5,3,1.6666666666666667,0
START_LEVEL_480,5,2,2.5,0
START_LEVEL_488,5,3,1.6666666666666667,0
START_LEVEL_496,5,2,2.5,0
START_LEVEL_509,5,3,1.6666666666666667,0
START_LEVEL_536,5,4,1.25,0
START_LEVEL_550,5,4,1.25,0
START_LEVEL_747,5,2,2.5,0
START_LEVEL_845,5,2,2.5,0
START_LEVEL_952,5,2,2.5,0
TIME_LEVEL_2321,5,5,1,0
TIME_LEVEL_2331,5,5,1,0
TIME_LEVEL_2341,5,5,1,0
TIME_LEVEL_2501,5,5,1,0
TIME_LEVEL_2511,5,5,1,0
TIME_LEVEL_2521,5,5,1,0
TIME_LEVEL_2531,5,5,1,0
TIME_LEVEL_5531,5,5,1,0
LEVEL_COMPLETED_254,4,4,1,0
LEVEL_COMPLETED_264,4,4,1,0
LEVEL_COMPLETED_265,4,4,1,0
LEVEL_COMPLETED_266,4,4,1,0
LEVEL_COMPLETED_267,4,4,1,0
LEVEL_COMPLETED_269,4,4,1,0
LEVEL_COMPLETED_270,4,4,1,0
LEVEL_COMPLETED_271,4,4,1,0
LEVEL_COMPLETED_529,4,4,1,0
LEVEL_COMPLETED_530,4,4,1,0
LEVEL_COMPLETED_531,4,4,1,0
LEVEL_COMPLETED_532,4,4,1,0
LEVEL_COMPLETED_533,4,4,1,0
LEVEL_COMPLETED_534,4,4,1,0
LEVEL_COMPLETED_535,4,4,1,0
LEVEL_COMPLETED_549,4,4,1,0
LEVEL_COMPLETED_550,4,4,1,0
LEVEL_COMPLETED_551,4,4,1,0
LEVEL_COMPLETED_552,4,4,1,0
LEVEL_COMPLETED_554,4,4,1,0
START_LEVEL_1043,4,1,4,0
START_LEVEL_1056,4,1,4,0
START_LEVEL_1064,4,1,4,0
START_LEVEL_1075,4,1,4,0
START_LEVEL_1139,4,1,4,0
START_LEVEL_1148,4,1,4,0
START_LEVEL_1151,4,1,4,0
START_LEVEL_256,4,3,1.3333333333333333,0
START_LEVEL_258,4,3,1.3333333333333333,0
START_LEVEL_261,4,3,1.3333333333333333,0
START_LEVEL_264,4,4,1,0
START_LEVEL_272,4,4,1,0
START_LEVEL_274,4,3,1.3333333333333333,0
START_LEVEL_276,4,3,1.3333333333333333,0
START_LEVEL_278,4,3,1.3333333333333333,0
START_LEVEL_280,4,3,1.3333333333333333,0
START_LEVEL_283,4,3,1.3333333333333333,0
START_LEVEL_285,4,2,2,0
START_LEVEL_286,4,2,2,0
START_LEVEL_290,4,2,2,0
START_LEVEL_293,4,2,2,0
START_LEVEL_295,4,2,2,0
START_LEVEL_296,4,2,2,0
START_LEVEL_312,4,2,2,0
START_LEVEL_314,4,2,2,0
START_LEVEL_318,4,2,2,0
START_LEVEL_337,4,2,2,0
START_LEVEL_338,4,2,2,0
START_LEVEL_341,4,3,1.3333333333333333,0
START_LEVEL_345,4,3,1.3333333333333333,0
START_LEVEL_346,4,3,1.3333333333333333,0
START_LEVEL_348,4,3,1.3333333333333333,0
START_LEVEL_355,4,2,2,0
START_LEVEL_356,4,2,2,0
START_LEVEL_361,4,3,1.3333333333333333,0
START_LEVEL_390,4,3,1.3333333333333333,0
START_LEVEL_427,4,3,1.3333333333333333,0
START_LEVEL_429,4,3,1.3333333333333333,0
START_LEVEL_430,4,3,1.3333333333333333,0
START_LEVEL_431,4,3,1.3333333333333333,0
START_LEVEL_432,4,3,1.3333333333333333,0
START_LEVEL_444,4,3,1.3333333333333333,0
START_LEVEL_454,4,3,1.3333333333333333,0
START_LEVEL_456,4,2,2,0
START_LEVEL_469,4,2,2,0
START_LEVEL_493,4,3,1.3333333333333333,0
START_LEVEL_494,4,4,1,0
START_LEVEL_495,4,3,1.3333333333333333,0
START_LEVEL_521,4,2,2,0
START_LEVEL_528,4,3,1.3333333333333333,0
START_LEVEL_529,4,4,1,0
START_LEVEL_530,4,4,1,0
START_LEVEL_531,4,4,1,0
START_LEVEL_532,4,4,1,0
START_LEVEL_533,4,4,1,0
START_LEVEL_534,4,4,1,0
START_LEVEL_535,4,4,1,0
START_LEVEL_542,4,3,1.3333333333333333,0
START_LEVEL_549,4,4,1,0
START_LEVEL_551,4,4,1,0
START_LEVEL_552,4,4,1,0
START_LEVEL_555,4,3,1.3333333333333333,0
START_LEVEL_556,4,3,1.3333333333333333,0
START_LEVEL_557,4,3,1.3333333333333333,0
START_LEVEL_558,4,3,1.3333333333333333,0
START_LEVEL_559,4,3,1.3333333333333333,0
START_LEVEL_560,4,3,1.3333333333333333,0
START_LEVEL_750,4,2,2,0
START_LEVEL_770,4,2,2,0
START_LEVEL_775,4,2,2,0
START_LEVEL_776,4,1,4,0
TIME_LEVEL_2641,4,4,1,0
TIME_LEVEL_2651,4,4,1,0
TIME_LEVEL_2661,4,4,1,0
TIME_LEVEL_2671,4,4,1,0
TIME_LEVEL_2681,4,4,1,0
TIME_LEVEL_2691,4,4,1,0
TIME_LEVEL_2701,4,4,1,0
TIME_LEVEL_2711,4,4,1,0
TIME_LEVEL_5291,4,4,1,0
TIME_LEVEL_5301,4,4,1,0
TIME_LEVEL_5311,4,4,1,0
TIME_LEVEL_5321,4,4,1,0
TIME_LEVEL_5331,4,4,1,0
TIME_LEVEL_5341,4,4,1,0
TIME_LEVEL_5351,4,4,1,0
TIME_LEVEL_5491,4,4,1,0
TIME_LEVEL_5501,4,4,1,0
TIME_LEVEL_5511,4,4,1,0
TIME_LEVEL_5521,4,4,1,0
TIME_LEVEL_5541,4,4,1,0
DOTS_CERT_CREATED,3,3,1,0
IAP_COINS_2940,3,2,1.5,0
LEVEL_COMPLETED_255,3,3,1,0
LEVEL_COMPLETED_256,3,3,1,0
LEVEL_COMPLETED_257,3,3,1,0
LEVEL_COMPLETED_258,3,3,1,0
LEVEL_COMPLETED_259,3,3,1,0
LEVEL_COMPLETED_260,3,3,1,0
LEVEL_COMPLETED_261,3,3,1,0
LEVEL_COMPLETED_262,3,3,1,0
LEVEL_COMPLETED_263,3,3,1,0
LEVEL_COMPLETED_272,3,3,1,0
LEVEL_COMPLETED_273,3,3,1,0
LEVEL_COMPLETED_274,3,3,1,0
LEVEL_COMPLETED_275,3,3,1,0
LEVEL_COMPLETED_276,3,3,1,0
LEVEL_COMPLETED_277,3,3,1,0
LEVEL_COMPLETED_278,3,3,1,0
LEVEL_COMPLETED_279,3,3,1,0
LEVEL_COMPLETED_280,3,3,1,0
LEVEL_COMPLETED_281,3,3,1,0
LEVEL_COMPLETED_282,3,3,1,0
LEVEL_COMPLETED_339,3,3,1,0
LEVEL_COMPLETED_340,3,3,1,0
LEVEL_COMPLETED_341,3,3,1,0
LEVEL_COMPLETED_342,3,3,1,0
LEVEL_COMPLETED_343,3,3,1,0
LEVEL_COMPLETED_344,3,3,1,0
LEVEL_COMPLETED_345,3,3,1,0
LEVEL_COMPLETED_346,3,3,1,0
LEVEL_COMPLETED_347,3,3,1,0
LEVEL_COMPLETED_360,3,3,1,0
LEVEL_COMPLETED_361,3,3,1,0
LEVEL_COMPLETED_362,3,3,1,0
LEVEL_COMPLETED_363,3,3,1,0
LEVEL_COMPLETED_364,3,3,1,0
LEVEL_COMPLETED_365,3,3,1,0
LEVEL_COMPLETED_366,3,3,1,0
LEVEL_COMPLETED_367,3,3,1,0
LEVEL_COMPLETED_368,3,3,1,0
LEVEL_COMPLETED_399,3,3,1,0
LEVEL_COMPLETED_424,3,3,1,0
LEVEL_COMPLETED_425,3,3,1,0
LEVEL_COMPLETED_426,3,3,1,0
LEVEL_COMPLETED_427,3,3,1,0
LEVEL_COMPLETED_428,3,3,1,0
LEVEL_COMPLETED_429,3,3,1,0
LEVEL_COMPLETED_430,3,3,1,0
LEVEL_COMPLETED_431,3,3,1,0
LEVEL_COMPLETED_441,3,3,1,0
LEVEL_COMPLETED_442,3,3,1,0
LEVEL_COMPLETED_443,3,3,1,0
LEVEL_COMPLETED_444,3,3,1,0
LEVEL_COMPLETED_445,3,3,1,0
LEVEL_COMPLETED_446,3,3,1,0
LEVEL_COMPLETED_447,3,3,1,0
LEVEL_COMPLETED_448,3,3,1,0
LEVEL_COMPLETED_449,3,3,1,0
LEVEL_COMPLETED_450,3,3,1,0
LEVEL_COMPLETED_451,3,3,1,0
LEVEL_COMPLETED_452,3,3,1,0
LEVEL_COMPLETED_453,3,3,1,0
LEVEL_COMPLETED_454,3,3,1,0
LEVEL_COMPLETED_455,3,3,1,0
LEVEL_COMPLETED_488,3,3,1,0
LEVEL_COMPLETED_489,3,3,1,0
LEVEL_COMPLETED_490,3,3,1,0
LEVEL_COMPLETED_491,3,3,1,0
LEVEL_COMPLETED_492,3,3,1,0
LEVEL_COMPLETED_493,3,3,1,0
LEVEL_COMPLETED_494,3,3,1,0
LEVEL_COMPLETED_501,3,3,1,0
LEVEL_COMPLETED_502,3,3,1,0
LEVEL_COMPLETED_507,3,3,1,0
LEVEL_COMPLETED_508,3,3,1,0
LEVEL_COMPLETED_509,3,3,1,0
LEVEL_COMPLETED_510,3,3,1,0
LEVEL_COMPLETED_511,3,3,1,0
LEVEL_COMPLETED_512,3,3,1,0
LEVEL_COMPLETED_513,3,3,1,0
LEVEL_COMPLETED_514,3,3,1,0
LEVEL_COMPLETED_515,3,3,1,0
LEVEL_COMPLETED_516,3,3,1,0
LEVEL_COMPLETED_517,3,3,1,0
LEVEL_COMPLETED_518,3,3,1,0
LEVEL_COMPLETED_524,3,3,1,0
