Pais,Usuarios,Usuarios nuevos,Sesiones con interaccion,Porcentaje de interacciones,Sesiones con interaccion por usuario,Tiempo de interaccion medio,Número de eventos,Conversiones,Total de ingresos
United States,4,4,1,0.25,0.25,5.25,19,0,0
